target,prediction
1,0.0
20,5.066538342003821
22,11.597361662172451
21,10.87164899929717
22,11.445727430856273
1,0.0
19,5.050000000000004
26,10.250000000000007
32,15.050000000000013
1,0.0
19,5.000000000000004
1,0.0
1,0.0
25,4.450000000000004
31,10.650000000000007
35,16.70000000000001
1,0.0
30,3.9500000000000033
42,7.950000000000006
45,16.450000000000014
32,15.100000000000012
1,0.0
29,4.050000000000003
42,8.450000000000006
56,14.000000000000012
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
13,5.600000000000005
1,0.0
1,0.0
1,0.0
22,5.066538342003821
13,6.23082332016863
24,10.885725071896362
35,14.9765507510249
1,0.0
8,6.100000000000005
23,9.30000000000001
34,12.250000000000014
1,0.0
1,0.0
30,3.9500000000000033
43,8.450000000000006
58,13.650000000000011
41,21.050000000000022
1,0.0
29,4.0000000000000036
41,8.550000000000008
40,17.900000000000016
42,20.250000000000014
1,0.0
21,4.850000000000004
16,8.050000000000011
21,11.80000000000001
31,15.350000000000014
1,0.0
1,0.0
1,0.0
9,6.000000000000005
1,0.0
8,6.100000000000005
1,0.0
1,0.0
1,0.0
1,0.0
20,5.066538342003821
24,10.99736166217245
12,5.754901751727733
28,9.739525809291832
1,0.0
25,4.450000000000004
22,11.20000000000001
34,15.350000000000014
38,16.550000000000015
1,0.0
27,4.200000000000004
40,8.550000000000008
44,16.700000000000014
56,20.150000000000016
1,0.0
20,4.900000000000004
31,8.900000000000007
43,13.600000000000012
38,19.350000000000016
1,0.0
27,4.200000000000004
38,8.050000000000006
45,14.900000000000013
1,0.0
1,0.0
1,0.0
16,5.300000000000004
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
14,5.500000000000004
1,0.0
22,5.066538342003821
31,10.19736166217245
39,14.752263413900181
37,17.076550751024904
1,0.0
26,4.350000000000003
26,11.150000000000011
1,0.0
29,4.0000000000000036
28,12.45000000000001
1,0.0
21,4.850000000000004
22,10.650000000000007
32,15.200000000000014
1,0.0
1,0.0
30,3.9500000000000033
44,8.350000000000007
59,13.25000000000001
29,17.250000000000014
1,0.0
19,5.050000000000004
23,11.30000000000001
22,11.850000000000009
11,5.700000000000005
1,0.0
1,0.0
1,0.0
9,6.000000000000005
1,0.0
10,5.900000000000005
1,0.0
11,5.800000000000005
1,0.0
1,0.0
19,4.966538342003821
27,10.09736166217245
35,14.652263413900183
27,11.345727430856273
1,0.0
25,4.450000000000004
37,9.000000000000007
41,15.450000000000012
1,0.0
1,0.0
17,5.250000000000004
23,10.300000000000008
29,10.40000000000001
1,0.0
19,5.000000000000004
1,0.0
30,3.9500000000000033
42,8.500000000000007
43,18.200000000000014
1,0.0
14,5.500000000000004
27,9.550000000000008
1,0.0
9,6.000000000000005
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
13,5.600000000000005
1,0.0
1,0.0
1,0.0
1,0.0
