target,prediction
112,58.152197706987565
100,61.25000000000006
1,0.0
1,0.0
29,12.25000000000001
106,32.31173899830323
1,0.0
69,33.811738998303234
28,12.542215290211203
25,13.214798496208333
1,0.0
1,0.0
1,0.0
156,66.27719770698756
110,56.421721415079574
75,30.625000000000025
1,0.0
1,0.0
23,44.250000000000036
1,0.0
150,90.52719770698758
135,84.00000000000009
57,24.58972522007926
1,0.0
1,0.0
89,36.12500000000003
108,76.59100148558848
147,76.12500000000006
1,0.0
70,24.58972522007926
56,26.12500000000002
1,0.0
117,42.997935219702306
1,0.0
1,0.0
115,55.64325010775194
125,64.42172141507957
99,35.30452371628759
25,13.214798496208333
1,0.0
138,76.2160014855885
62,23.87500000000002
1,0.0
137,89.62500000000007
110,41.24793521970231
64,22.500000000000018
33,11.292215290211201
70,24.58972522007926
1,0.0
38,10.042215290211201
110,58.37500000000004
35,10.917215290211201
99,35.30452371628759
111,65.00000000000006
1,0.0
1,0.0
1,0.0
106,78.97603481754076
1,0.0
72,32.186738998303234
25,13.25000000000001
1,0.0
1,0.0
71,34.92952371628759
94,83.12500000000007
1,0.0
84,35.30452371628759
29,12.390888109526054
77,21.237901887750027
131,62.52719770698756
1,0.0
24,13.625000000000012
71,33.561738998303234
25,13.25000000000001
119,70.12500000000007
135,57.15219770698755
80,29.37500000000003
32,11.890888109526054
73,20.987901887750027
1,0.0
85,35.30452371628759
143,41.497935219702306
148,68.01825010775195
98,75.00000000000007
132,42.122935219702306
145,41.37293521970231
29,12.390888109526054
1,0.0
67,35.00000000000003
1,0.0
106,35.375000000000036
1,0.0
1,0.0
45,25.589725220079263
1,0.0
1,0.0
77,20.862901887750027
1,0.0
1,0.0
1,0.0
77,20.862901887750027
142,70.64325010775195
1,0.0
85,46.37500000000004
72,21.487901887750027
113,54.54672141507957
33,11.292215290211201
110,75.00000000000006
148,64.27719770698755
19,14.750000000000012
29,12.390888109526054
1,0.0
136,79.02719770698756
28,12.50000000000001
56,24.58972522007926
39,9.945686597538824
1,0.0
1,0.0
29,12.167215290211203
25,13.214798496208333
33,11.250000000000009
136,72.5910014855885
1,0.0
1,0.0
134,82.87500000000007
1,0.0
105,35.30452371628759
71,24.58972522007926
115,58.393250107751946
113,56.52719770698755
108,32.186738998303234
102,57.296721415079574
1,0.0
126,69.71600148558849
107,33.061738998303234
139,84.85103481754076
1,0.0
141,87.62500000000009
1,0.0
100,35.30452371628759
1,0.0
132,68.75000000000007
29,12.37500000000001
31,11.890888109526054
25,13.25000000000001
143,42.24793521970231
31,11.792215290211203
1,0.0
1,0.0
1,0.0
1,0.0
142,62.671721415079574
65,23.237901887750027
75,24.58972522007926
1,0.0
