target,prediction
1,4.2959337
21,17.248484
30,17.896738
45,22.810629
35,24.111052
23,21.522316
14,21.334015
22,20.094288
22,18.47549
1,4.783598
16,15.393633
2,16.241028
22,15.090895
30,20.094288
8,17.633362
13,15.393633
4,16.463366
16,17.633362
4,15.090895
15,17.479082
3,16.241028
7,17.633362
14,15.393633
12,16.463366
25,21.334015
20,21.588184
1,4.783598
1,3.898923
9,14.565606
1,3.9036086
1,3.9036086
1,3.9036086
1,3.9036086
1,3.9036086
1,3.9036086
1,3.9036086
1,3.9036086
1,4.438383
24,16.223192
32,16.29759
35,26.338835
49,27.316061
12,17.479082
27,20.094288
34,26.3093
30,22.839405
1,4.723295
21,15.090895
27,21.588184
39,24.42568
10,15.393633
10,17.633362
1,4.4478526
15,16.241028
15,21.334015
16,21.522316
27,18.788624
1,4.4478526
22,17.633362
30,19.822914
33,26.070736
1,4.141698
19,17.419146
23,21.334015
6,16.463366
1,3.898923
7,14.565606
1,3.9036086
11,14.556427
1,3.9036086
10,14.556427
1,3.9036086
10,14.556427
1,3.9036086
1,3.9036086
1,4.7734127
19,13.583272
27,18.825428
40,24.476152
30,19.84445
13,17.633362
14,15.090895
1,4.141698
19,17.214064
24,21.588184
1,4.384167
22,17.633362
32,19.971859
23,21.334015
14,18.47549
4,17.633362
17,17.479082
3,16.463366
6,17.633362
23,15.393633
11,16.241028
5,17.479082
19,15.090895
1,4.723295
24,15.393633
37,19.822914
18,21.588184
8,15.090895
1,3.898923
7,14.565606
1,3.9036086
10,14.556427
1,3.9036086
13,14.556427
1,3.9036086
1,3.9036086
1,3.9036086
15,14.2408495
1,4.7823906
24,15.412093
30,16.267086
40,24.476152
51,31.929544
17,21.588184
23,19.822914
34,21.811258
7,15.090895
1,4.723295
28,15.994779
25,20.094288
9,15.393633
11,15.090895
1,4.384167
18,17.479082
29,19.971859
22,21.588184
9,15.090895
1,4.723295
26,17.633362
10,16.241028
1,4.141698
19,14.998949
22,21.334015
5,17.633362
27,19.822914
22,20.094288
1,3.898923
7,14.565606
1,3.9036086
11,14.556427
1,3.9036086
1,3.9036086
1,3.9036086
1,3.9036086
1,3.9036086
1,3.9036086
1,4.791766
30,16.432821
32,16.267086
45,24.133781
49,31.540298
1,4.723295
28,16.26337
41,19.337448
25,26.3093
1,4.4478526
23,17.633362
31,18.47549
35,22.839405
1,4.384167
18,16.463366
22,21.588184
29,22.362434
35,22.839405
1,4.4478526
8,17.633362
28,19.822914
39,22.362434
8,17.633362
1,3.898923
9,14.565606
1,3.9036086
4,14.556427
1,3.9036086
6,14.556427
1,3.9036086
1,3.9036086
1,3.9036086
