target,prediction
1,1.0349839
30,16.030218
42,25.02429
29,24.381973
41,38.212418
1,1.2867001
25,16.203821
37,24.37665
52,38.21241
1,1.255772
14,16.233898
16,16.203821
23,24.74373
1,1.3341315
1,1.2804431
1,1.2867001
23,16.001839
1,1.255772
20,16.203821
5,16.233898
1,1.3270814
1,1.2371148
5,15.945775
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2560078
17,16.2342
30,24.79609
30,38.571392
31,37.328083
1,1.3341315
14,16.203821
18,24.383276
15,24.74373
2,16.085636
8,16.203821
16,16.233898
1,1.2804431
11,16.001839
3,16.085636
18,16.233898
15,1.9687761
1,1.2867001
20,16.001839
15,1.9209727
14,25.067833
17,16.030054
1,1.2867001
25,16.203821
1,1.2483222
1,1.2371148
14,15.945775
1,1.2369587
7,15.945668
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2870086
4,16.203806
26,16.030474
37,24.377777
36,38.212418
5,16.203821
27,24.796154
26,25.067833
23,24.74373
1,1.2867001
1,1.3270814
28,16.030054
39,24.74373
42,38.618423
15,16.085636
1,1.3270814
28,16.063803
26,24.383276
16,25.067833
30,24.79603
1,1.3341315
27,16.063803
28,25.024559
40,37.61956
15,16.085636
1,1.2371148
14,15.945775
1,1.2369587
1,1.2369587
1,1.2369587
3,15.945668
1,1.2369587
1,1.2369587
1,1.2369587
1,1.0264751
1,1.2869343
24,16.030474
34,25.0679
43,38.212383
13,16.203821
8,16.085636
15,16.063803
3,16.001839
6,16.203821
1,1.3270814
29,16.02935
38,24.74373
28,24.796154
1,1.2483222
4,16.063803
1,1.2867001
25,16.02935
25,25.024559
17,25.067833
1,1.2804431
1,1.2483222
13,16.203821
28,24.497118
16,24.796154
1,1.2371148
5,15.945775
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2870086
15,15.157289
20,25.024506
25,24.377777
9,16.03007
1,1.3341315
13,16.203821
12,16.001839
3,16.085636
1,1.255772
18,16.233898
1,1.2867001
25,16.065353
24,25.024559
1,1.3341315
16,16.030054
28,25.024559
13,16.063803
13,16.085636
1,1.3341315
15,16.203821
27,24.383276
15,24.74373
21,24.796154
1,1.3341315
1,1.3270814
1,1.2371148
14,15.945775
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
1,1.2369587
2,15.945668
