target,prediction
67,56.18114
14,26.567263
18,26.567263
1,1.8153164
9,28.11567
1,1.6886019
39,28.11567
69,51.79913
27,29.624628
23,26.583624
39,62.687923
57,42.90055
16,26.567263
56,39.562737
1,1.7221526
20,26.567263
1,1.6886019
48,66.92217
40,46.63557
1,1.7401114
1,1.7221526
64,55.476353
1,1.688917
26,31.667322
1,1.6886019
1,1.7221526
1,1.6886019
1,1.8002468
29,31.689035
1,1.688917
1,1.9103675
23,26.583624
1,1.688917
22,28.150776
69,40.120537
1,1.8002468
1,1.688917
11,28.11567
35,56.648674
41,58.053425
60,39.532112
20,31.667322
29,31.689035
42,31.97725
1,1.8170152
52,50.950424
9,26.567263
3,31.667322
51,42.411564
60,47.803917
25,26.583624
67,40.070282
29,31.960215
70,50.935364
1,1.896112
1,1.688917
1,1.9103675
45,31.97725
1,1.7403297
1,1.9103675
43,47.817425
1,1.896112
1,1.8958017
1,1.688917
29,31.97725
57,51.81446
27,29.587677
1,1.688917
42,36.7093
1,1.8000015
1,1.8002468
2,31.667322
1,1.8958017
9,29.989489
1,1.6886019
23,26.583624
18,29.989489
1,1.6886019
34,2.4340827
1,1.8153164
47,47.817425
1,1.6886019
1,1.6886019
8,27.623594
44,28.11567
1,1.8002468
45,39.532112
44,61.69844
1,1.6886019
1,1.7403297
25,26.583624
1,1.7983189
16,28.150776
1,1.688917
38,56.648674
1,1.688917
1,1.6886019
1,1.6886019
1,1.8170152
40,46.63557
42,58.053425
49,67.78898
67,56.18114
48,39.532112
72,55.455566
32,31.960215
52,51.794044
13,26.567263
1,1.688917
41,36.66473
25,26.583624
1,1.8153164
43,42.411564
9,31.97725
22,29.989489
48,2.4340827
1,1.8002468
1,1.8170152
18,26.567263
1,1.8000015
1,1.9103675
1,1.7221526
1,1.9103675
25,26.583624
25,26.583624
44,40.070282
1,1.8002468
53,46.617172
27,31.999176
1,1.7403297
28,36.7093
42,46.63557
