target,prediction
1,0.0
8,6.159252803237362
23,9.886924055895069
34,14.323338799288532
33,17.79475848371985
1,0.0
30,3.9500000000000033
42,8.955000000000007
57,14.946500000000011
54,30.23245000000003
1,0.0
24,4.5000000000000036
37,10.010000000000009
51,16.112000000000016
1,0.0
17,5.250000000000004
31,9.585000000000008
27,11.95000000000001
1,0.0
1,0.0
24,4.5000000000000036
37,9.410000000000007
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
16,5.300000000000004
1,0.0
1,0.0
1,0.0
1,0.0
16,5.359252803237362
15,5.181797057480219
28,9.57837125996235
41,15.867134064040574
10,8.565183546164834
11,5.300000000000004
28,9.690000000000008
22,12.31500000000001
14,5.850000000000005
1,0.0
19,5.000000000000004
27,10.330000000000009
39,15.584000000000014
50,24.054700000000018
1,0.0
29,4.0000000000000036
42,8.960000000000008
56,15.357000000000014
63,26.184600000000025
44,27.53850000000002
44,25.92400000000002
43,23.205000000000016
27,13.245000000000012
26,12.75000000000001
23,12.71500000000001
9,5.650000000000005
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
9,6.059252803237363
29,10.440361629725928
33,9.893498958261532
43,17.105113181038142
13,8.36839449673411
27,13.285233946407525
1,0.0
18,5.100000000000004
30,9.920000000000009
41,15.273000000000012
1,0.0
10,5.900000000000005
17,4.850000000000004
24,10.505000000000008
26,11.61000000000001
9,6.650000000000006
1,0.0
19,5.000000000000004
31,9.360000000000007
44,15.49700000000001
39,20.317500000000017
1,0.0
19,5.000000000000004
28,9.810000000000008
42,16.142000000000014
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
13,5.600000000000005
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
18,5.131797057480219
29,10.023371259962346
40,16.451634064040576
1,0.0
17,5.200000000000005
22,11.00000000000001
1,0.0
20,4.900000000000004
29,10.740000000000009
22,13.59000000000001
24,11.740000000000009
1,0.0
25,4.450000000000004
20,12.36500000000001
1,0.0
9,6.000000000000005
9,5.700000000000005
11,5.450000000000005
26,10.275000000000007
1,0.0
20,4.900000000000004
32,10.300000000000008
35,18.981000000000016
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
1,0.0
18,5.1592528032373615
29,9.566975141041315
13,6.661745972333972
23,12.006315066301475
1,0.0
8,6.150000000000005
10,5.500000000000004
18,4.7500000000000036
28,9.535000000000007
1,0.0
20,4.900000000000004
32,10.300000000000008
42,17.094000000000015
56,24.96960000000002
1,0.0
29,4.0000000000000036
32,11.27000000000001
38,19.445000000000014
28,14.110000000000012
1,0.0
22,4.7500000000000036
20,11.655000000000008
32,17.966500000000014
44,24.004650000000023
1,0.0
1,0.0
1,0.0
1,0.0
8,6.100000000000005
1,0.0
1,0.0
1,0.0
11,5.800000000000005
1,0.0
1,0.0
