epoch,train_loss,val_loss
1,-4.426673412322998,-5.8558149337768555
2,-5.415759563446045,-5.871452808380127
3,-5.719089031219482,-6.353919506072998
4,-5.972615718841553,-6.542891502380371
5,-6.203957557678223,-6.832308292388916
6,-6.364340782165527,-6.936862945556641
7,-6.5370941162109375,-6.561190128326416
8,-6.644524097442627,-7.506591796875
9,-6.999976634979248,-7.737425804138184
10,-7.175593852996826,-7.907408237457275
11,-7.42852258682251,-8.136405944824219
12,-7.4965739250183105,-8.26276683807373
13,-7.49755859375,-8.493073463439941
14,-7.748884677886963,-8.599691390991211
15,-7.992554664611816,-8.749983787536621
16,-8.15273380279541,-8.889023780822754
17,-8.254037857055664,-9.002931594848633
18,-8.374799728393555,-8.973139762878418
19,-8.382929801940918,-9.12342643737793
20,-8.425182342529297,-9.1271390914917
21,-8.514542579650879,-9.092212677001953
22,-8.633474349975586,-9.351624488830566
23,-8.667762756347656,-9.265902519226074
24,-8.696273803710938,-9.430146217346191
25,-8.71640682220459,-9.208880424499512
26,-8.737364768981934,-9.555908203125
27,-8.745360374450684,-9.324503898620605
28,-8.771958351135254,-9.46370792388916
29,-8.835440635681152,-9.531792640686035
30,-8.867770195007324,-9.619504928588867
31,-8.926080703735352,-9.641975402832031
32,-8.864960670471191,-9.50260066986084
33,-8.91910457611084,-9.605473518371582
34,-8.960137367248535,-9.62317180633545
35,-8.843392372131348,-9.23952579498291
36,-8.58568286895752,-9.411892890930176
37,-8.4939546585083,-8.95724868774414
38,-8.692045211791992,-9.223470687866211
39,-8.812215805053711,-9.41684341430664
40,-8.911251068115234,-9.644723892211914
41,-8.98953628540039,-9.505216598510742
42,-8.973642349243164,-9.551058769226074
43,-8.938440322875977,-9.597156524658203
44,-8.976127624511719,-9.729169845581055
45,-9.03109073638916,-9.59053897857666
46,-9.045125961303711,-9.65999984741211
47,-9.031368255615234,-9.600890159606934
48,-9.014653205871582,-9.68887996673584
49,-9.019599914550781,-9.734929084777832
50,-9.05068588256836,-9.741290092468262
