target,prediction
1,4.395499
24,6.440768
25,9.379374
1,4.401224
1,4.401224
24,7.068435
30,7.4361987
36,8.197957
26,8.075132
1,4.401224
18,9.618072
19,9.3888
24,8.054018
26,7.884251
1,4.401224
17,9.618072
21,7.9203157
27,7.946245
28,7.691687
1,4.401224
16,9.618072
21,7.9203157
27,7.8233094
29,7.8138957
1,4.401224
15,9.618072
21,7.886793
1,3.2905393
1,3.298996
1,4.395499
25,6.938759
26,9.379374
1,4.401224
1,4.401224
23,7.194755
26,7.5104094
34,8.499009
21,9.3888
1,4.401224
20,9.618072
22,7.903537
24,8.197957
28,8.290155
1,4.401224
17,9.618072
21,7.9203157
26,7.806738
28,7.660564
1,4.401224
15,9.618072
20,7.903537
26,7.7901974
28,7.7073493
1,4.401224
15,9.618072
17,9.3888
1,3.2905393
1,3.3152351
1,4.395499
25,6.7490726
27,9.379374
1,4.401224
1,4.401224
23,7.2100286
30,7.4029408
36,8.232803
24,8.092683
1,4.401224
17,9.618072
21,7.886793
25,8.054018
25,7.4252663
1,4.401224
15,9.618072
20,7.9203157
27,7.773694
29,7.4951167
1,4.401224
14,9.618072
18,9.3888
26,7.7901974
31,7.78174
1,4.401224
12,9.618072
20,7.9203157
25,7.912615
1,3.2905393
1,3.3470392
1,4.395499
24,6.729255
23,9.379374
1,4.401224
1,4.401224
18,6.710207
25,9.388802
34,8.476553
22,8.397728
1,4.401224
19,9.618072
21,9.3888
25,8.088254
23,7.348578
1,4.401224
19,9.618072
21,9.3888
27,7.9294114
30,7.742012
1,4.401224
17,9.618072
19,9.3888
26,7.8233094
28,7.706342
1,4.401224
15,9.618072
20,9.3888
26,7.8233094
1,3.2905393
1,3.308493
1,4.395499
24,6.633627
23,9.379374
1,4.401224
1,4.401224
26,7.3981695
33,7.596146
39,7.946245
27,8.242758
1,4.401224
18,9.618072
18,9.3888
23,8.071117
26,7.8599515
1,4.401224
17,9.618072
17,9.3888
25,7.8233094
29,7.713153
1,4.401224
17,9.618072
15,9.3888
24,7.8233094
29,7.834765
1,4.401224
18,9.618072
15,9.3888
1,3.2905393
1,3.308493
