battery,drone_state_IDLE,drone_state_PROTECTING,drone_state_MOVING_TO_FIELD,drone_state_MOVING_TO_CHARGER,drone_state_CHARGING,drone_state_TERMINATED,charger_distance,accepted_drones_count,charger_capacity,neighbor_drones_average_battery,neighbor_drones,potential_drones,accepted_drones_missing_battery,charging_drones_count,charging_drones_missing_battery,potential_drones_with_lower_battery,waiting_drones_count,waiting_drones_with_lower_battery,time
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9
0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.08124614103429645,0.0,0.3333333333333333,0.99,0.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8
0.98,0.0,0.0,1.0,0.0,0.0,0.0,0.09274627143950091,0.0,0.3333333333333333,0.98,0.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7
0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.10489426246889946,0.0,0.3333333333333333,0.97,0.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6
0.96,0.0,0.0,1.0,0.0,0.0,0.0,0.11748932603372599,0.0,0.3333333333333333,0.975,0.2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5
0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.1304019829788794,0.0,0.3333333333333333,0.965,0.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.94,0.0,0.0,1.0,0.0,0.0,0.0,0.1435465520233375,0.0,0.3333333333333333,0.955,0.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3
0.9299999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.1568647443843056,0.0,0.3333333333333333,0.96,0.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2
0.9199999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.17031583444799936,0.0,0.3333333333333333,0.9499999999999998,0.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.9099999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.18387065806344177,1.0,0.3333333333333333,0.9524999999999999,0.4,10.0,0.09000000000000008,0.0,0.0,0.0,1.0,0.0,0
0.8999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.1975078589060393,1.0,0.3333333333333333,0.9425,0.4,9.0,0.10000000000000009,0.0,0.0,0.0,1.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,27
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,26
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,25
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.25,0.0,0.0,24
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,23
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,11.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,22
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,11.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,21
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,10.0,0.0,0.0,0.0,0.4166666666666667,0.0,0.0,20
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,10.0,0.0,0.0,0.0,0.5,0.0,0.0,19
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,1.0,0.3333333333333333,0.0,0.0,10.0,0.09000000000000008,0.0,0.0,0.5833333333333334,1.0,0.08333333333333333,18
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,1.0,0.3333333333333333,0.94,0.375,9.0,0.10000000000000009,0.0,0.0,0.5833333333333334,1.0,0.08333333333333333,17
0.99,0.0,0.0,1.0,0.0,0.0,0.0,0.08204250448140668,1.0,0.3333333333333333,0.9450000000000001,0.5,8.0,0.1100000000000001,0.0,0.0,0.5,0.0,0.0,16
0.98,0.0,0.0,1.0,0.0,0.0,0.0,0.09413790460363598,1.0,0.3333333333333333,0.9349999999999999,0.5,7.0,0.1200000000000001,0.0,0.0,0.4166666666666667,2.0,0.16666666666666666,15
0.97,0.0,0.0,1.0,0.0,0.0,0.0,0.10673761110660526,1.0,0.3333333333333333,0.9249999999999998,0.5,7.0,0.13000000000000012,0.0,0.0,0.4166666666666667,0.0,0.0,14
0.96,0.0,0.0,1.0,0.0,0.0,0.0,0.10999926130805188,0.0,0.3333333333333333,0.9149999999999999,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,13
0.95,0.0,0.0,1.0,0.0,0.0,0.0,0.11011265531443855,0.0,0.3333333333333333,0.905,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,12
0.94,0.0,0.0,1.0,0.0,0.0,0.0,0.11202569451905049,0.0,0.3333333333333333,0.8962499999999999,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,11
0.9299999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.11564910550693806,0.0,0.3333333333333333,0.8875,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,10
0.9199999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.12082911477220283,0.0,0.3333333333333333,0.8787499999999999,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,9
0.9099999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.12737595671363347,0.0,0.3333333333333333,0.8699999999999999,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,8
0.8999999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.1350910571458847,0.0,0.3333333333333333,0.8624999999999999,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,7
0.8899999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.14378648438873504,0.0,0.3333333333333333,0.8549999999999998,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,6
0.8799999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.15329550699531672,0.0,0.3333333333333333,0.8474999999999999,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,5
0.8699999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.16347621183839087,0.0,0.3333333333333333,0.8399999999999999,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,4
0.8599999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.17421088143141258,0.0,0.3333333333333333,0.8324999999999999,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,3
0.8499999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.18540331868979298,0.0,0.3333333333333333,0.8249999999999997,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,2
0.8399999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.19697550597287009,0.0,0.3333333333333333,0.8187499999999999,0.5,4.0,0.0,0.0,0.0,0.25,0.0,0.0,1
0.8299999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.20886433234362306,1.0,0.3333333333333333,0.8124999999999998,0.5,4.0,0.17000000000000015,0.0,0.0,0.25,1.0,0.0,0
0.8199999999999998,0.0,0.0,1.0,0.0,0.0,0.0,0.2210187066685231,1.0,0.3333333333333333,0.8062499999999998,0.5,4.0,0.18000000000000016,0.0,0.0,0.25,0.0,0.0,0
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,30
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,29
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,28
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.25,0.0,0.0,27
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,12.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,26
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07071067811865475,0.0,0.3333333333333333,0.0,0.0,11.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,25
