
0,5,1,0.01,0.005,Drone_1,<source.simulations.world.World object at 0x000001803555CD48>,17,38,1,0.7894863271112749,DroneState.MOVING_TO_FIELD,37,62,0.005,37,62,Charger_3,33,33
0,5,1,0.01,0.005,Drone_2,<source.simulations.world.World object at 0x000001803555CD48>,60,11,1,0.8275711502459427,DroneState.MOVING_TO_FIELD,32,12,0.005,32,12,Charger_2,65,19
0,5,1,0.01,0.005,Drone_3,<source.simulations.world.World object at 0x000001803555CD48>,95,28,1,0.767680834003029,DroneState.MOVING_TO_FIELD,83,37,0.005,83,37,Charger_2,65,19
0,5,1,0.01,0.005,Drone_4,<source.simulations.world.World object at 0x000001803555CD48>,38,68,1,0.7036551277665781,DroneState.MOVING_TO_FIELD,27,77,0.005,27,77,Charger_1,45,77
0,5,1,0.01,0.005,Drone_5,<source.simulations.world.World object at 0x000001803555CD48>,21,13,1,0.9773252711445747,DroneState.MOVING_TO_FIELD,37,12,0.005,37,12,Charger_3,33,33
0,5,1,0.01,0.005,Drone_6,<source.simulations.world.World object at 0x000001803555CD48>,77,5,1,0.7762953305955752,DroneState.MOVING_TO_FIELD,83,37,0.005,83,37,Charger_2,65,19
0,5,1,0.01,0.005,Drone_7,<source.simulations.world.World object at 0x000001803555CD48>,15,79,1,0.85882236815018,DroneState.MOVING_TO_FIELD,22,62,0.005,22,62,Charger_1,45,77
0,1,Bird_1,<source.simulations.world.World object at 0x000001803555CD48>,41,97,BirdState.IDLE,None,None
0,1,Bird_2,<source.simulations.world.World object at 0x000001803555CD48>,10,90,BirdState.IDLE,None,None
0,1,Bird_3,<source.simulations.world.World object at 0x000001803555CD48>,38,64,BirdState.IDLE,None,None
0,1,Bird_4,<source.simulations.world.World object at 0x000001803555CD48>,49,75,BirdState.IDLE,None,None
0,1,Bird_5,<source.simulations.world.World object at 0x000001803555CD48>,12,1,BirdState.IDLE,None,None
0,1,Bird_6,<source.simulations.world.World object at 0x000001803555CD48>,58,89,BirdState.IDLE,None,None
0,1,Bird_7,<source.simulations.world.World object at 0x000001803555CD48>,51,49,BirdState.IDLE,None,None
0,1,Bird_8,<source.simulations.world.World object at 0x000001803555CD48>,18,75,BirdState.IDLE,None,None
0,1,Bird_9,<source.simulations.world.World object at 0x000001803555CD48>,74,89,BirdState.IDLE,None,None
0,1,Bird_10,<source.simulations.world.World object at 0x000001803555CD48>,11,66,BirdState.IDLE,None,None
1,5,1,0.01,0.005,Drone_1,<source.simulations.world.World object at 0x000001803555CD48>,17,38,1,0.7844863271112749,DroneState.MOVING_TO_FIELD,37,62,0.005,27,72,Charger_3,33,33
1,5,1,0.01,0.005,Drone_2,<source.simulations.world.World object at 0x000001803555CD48>,58,11,1,0.8225711502459427,DroneState.MOVING_TO_FIELD,32,12,0.005,32,22,Charger_2,65,19
1,5,1,0.01,0.005,Drone_3,<source.simulations.world.World object at 0x000001803555CD48>,94,28,1,0.762680834003029,DroneState.MOVING_TO_FIELD,83,37,0.005,88,37,Charger_2,65,19
1,5,1,0.01,0.005,Drone_4,<source.simulations.world.World object at 0x000001803555CD48>,36,69,1,0.6986551277665781,DroneState.MOVING_TO_FIELD,27,77,0.005,32,77,Charger_1,45,77
1,5,1,0.01,0.005,Drone_5,<source.simulations.world.World object at 0x000001803555CD48>,22,12,1,0.9723252711445747,DroneState.MOVING_TO_FIELD,37,12,0.005,32,12,Charger_3,33,33
1,5,1,0.01,0.005,Drone_6,<source.simulations.world.World object at 0x000001803555CD48>,77,6,1,0.7712953305955752,DroneState.MOVING_TO_FIELD,83,37,0.005,88,42,Charger_2,65,19
1,5,1,0.01,0.005,Drone_7,<source.simulations.world.World object at 0x000001803555CD48>,15,77,1,0.85382236815018,DroneState.MOVING_TO_FIELD,22,62,0.005,32,72,Charger_1,45,77
1,1,Bird_1,<source.simulations.world.World object at 0x000001803555CD48>,41,97,BirdState.IDLE,None,None
1,1,Bird_2,<source.simulations.world.World object at 0x000001803555CD48>,10,90,BirdState.IDLE,None,None
1,1,Bird_3,<source.simulations.world.World object at 0x000001803555CD48>,38,64,BirdState.IDLE,None,None
1,1,Bird_4,<source.simulations.world.World object at 0x000001803555CD48>,49,75,BirdState.IDLE,None,None
1,1,Bird_5,<source.simulations.world.World object at 0x000001803555CD48>,13,2,BirdState.MOVING,54,40,None
1,1,Bird_6,<source.simulations.world.World object at 0x000001803555CD48>,58,89,BirdState.IDLE,None,None
1,1,Bird_7,<source.simulations.world.World object at 0x000001803555CD48>,51,49,BirdState.IDLE,None,None
1,1,Bird_8,<source.simulations.world.World object at 0x000001803555CD48>,18,75,BirdState.IDLE,None,None
