target,prediction
21,14.771666
10,9.415107
23,15.370165
4,3.3058171
0,3.7716835
0,3.8928006
2,2.7057064
0,1.1717117
0,1.2728152
0,2.07483
3,10.165683
0,6.6365376
29,21.104805
0,2.3450365
24,12.175037
12,11.330947
0,0.8961925
25,12.000266
0,3.812244
8,8.078941
0,4.640781
10,5.40148
0,9.037369
13,4.8765154
14,5.0911126
12,6.2995253
0,11.156772
7,5.312872
11,8.754863
21,14.226682
36,20.839489
17,13.571602
2,2.7228446
5,7.7060466
14,5.922633
20,12.698976
19,12.797437
13,13.370814
5,3.6600132
0,2.0304337
23,13.78581
0,9.159086
31,10.618656
0,2.3372378
3,3.418043
5,2.5824697
26,11.719011
1,1.5939504
10,9.494305
11,10.338805
0,3.2738528
5,6.5075626
0,7.9881735
21,12.551758
5,4.40906
7,9.131779
30,10.577525
27,11.373793
0,1.9483601
0,6.700831
17,13.571602
13,7.956845
11,10.338805
24,12.125209
0,11.11587
0,1.7808774
0,1.2891232
0,1.0233907
0,5.232877
16,17.576853
9,6.884096
0,3.467289
15,13.942016
22,12.470109
26,11.719011
3,3.752168
8,5.982151
7,5.4678698
14,13.195599
7,5.96575
16,12.212986
2,3.3430624
0,3.3540888
36,15.912005
0,1.2198889
0,1.246104
14,10.580169
0,2.3663883
3,3.752168
4,4.464455
0,1.1872345
11,6.493642
7,14.969722
12,9.3468485
0,1.8897089
0,2.0560973
16,13.02993
16,5.562672
11,5.188137
8,7.72828
9,8.918981
15,4.838469
9,6.6737046
12,8.249409
0,2.3372378
5,7.7060466
4,4.216255
0,0.9960145
9,5.7546315
0,1.2728152
20,16.285107
23,12.330862
12,5.1072135
7,5.874168
4,4.216255
34,13.035032
0,2.3372378
3,2.9913526
37,20.479935
3,10.165683
13,12.464173
5,12.219059
30,10.656969
1,2.5035813
0,4.2248807
31,9.982956
0,1.7931722
18,15.852729
24,15.073728
0,0.7106099
1,3.8693414
3,2.9722517
22,12.470109
0,3.0757537
12,5.4619346
6,13.550851
0,4.329048
12,5.1072135
0,1.0233907
0,0.8961925
0,6.6365376
11,8.793918
0,5.34689
32,27.403568
6,13.501288
34,12.021721
9,8.60305
1,3.5326636
29,21.120428
7,9.216067
15,13.942016
11,5.3252273
0,4.3638163
6,4.9681687
4,5.2073317
34,33.411602
7,7.28329
0,1.4092908
22,15.671925
10,7.350431
10,7.827209
6,7.387195
6,5.420198
0,2.746995
13,13.370814
